"ID","Sexe","Age","Commune","Connaissance_Produits","Disponibilite_Produits","Frequence_Achat","Depense_Moyenne_Mois","Qualite_Service","Satisfaction_Globale","Interet_Nouveau_Service","Caracteristiques_Recherchees","Support_Info","Importance_Disponibilite","Importance_Qualite","Importance_Prix","Importance_Image","Willingness_to_Pay","Commentaires"
489,"Femme",24,"Hann Bel-Air","Non",5,"Rarement",13719,4,5,"Non","Offre personnalisée","Email",5,5,4,1,8001,"Bonne initiative pour les étudiants."
490,"Homme",22,"Ngor","Non",4,"Jamais",15451,3,3,"Non","Livraison rapide","Réseaux sociaux",1,2,2,1,10078,"Offrir un essai gratuit."
491,"Homme",24,"Hann Bel-Air","Oui",2,"Très souvent",12228,5,5,"Oui","Offre personnalisée","Affichage campus",1,2,5,3,14575,"Rendre les prix plus abordables."
492,"Femme",22,"Parcelles Assainies","Oui",4,"Très souvent",16121,5,5,"Oui","Offre personnalisée","Bouche-à-oreille",1,4,3,1,15379,"Offrir un essai gratuit."
493,"Femme",30,"Hann Bel-Air","Oui",5,"Souvent",19139,4,3,"Oui","Sécurité","Affichage campus",3,3,4,1,14696,"Offrir un essai gratuit."
494,"Homme",22,"Ngor","Oui",1,"Souvent",21944,5,4,"Oui","Livraison rapide","SMS",2,4,2,5,12824,"Bonne initiative pour les étudiants."
495,"Femme",23,"Patte d'Oie","Oui",3,"Parfois",27615,2,1,"Oui","Prix bas","Réseaux sociaux",4,5,4,5,12319,"Offrir un essai gratuit."
496,"Homme",20,"Gueule Tapée-Fass-Colobane","Oui",5,"Parfois",20204,3,3,"Oui","Offre personnalisée","Affichage campus",5,5,5,4,16655,"Offrir un essai gratuit."
497,"Femme",29,"Yoff","Non",1,"Rarement",8969,2,2,"Oui","Interface simple","Réseaux sociaux",3,2,2,3,6690,"Améliorer la qualité du service."
498,"Femme",21,"Dakar-Plateau","Oui",4,"Souvent",25112,4,4,"Non","Livraison rapide","Email",2,5,4,5,12962,"Rendre les prix plus abordables."
499,"Homme",21,"Ngor","Non",3,"Jamais",8051,3,4,"Oui","Livraison rapide","Réseaux sociaux",1,3,4,1,8885,"Bonne initiative pour les étudiants."
500,"Homme",24,"Ouakam","Oui",5,"Souvent",16147,4,4,"Oui","Offre personnalisée","Affichage campus",5,3,3,3,17290,"Rendre les prix plus abordables."
